commande_id,date,semaine,equipe,condition,preparateur_id,anciennete,nb_lignes,erreur
CMD02051,2024-01-17,2,A,sans_pause,PREP_A14,mid,3,0
CMD02052,2024-01-17,2,A,sans_pause,PREP_A13,mid,3,1
CMD02053,2024-01-17,2,A,sans_pause,PREP_A09,junior,3,0
CMD02054,2024-01-17,2,A,sans_pause,PREP_A10,mid,5,0
CMD02055,2024-01-17,2,A,sans_pause,PREP_A12,mid,6,0
CMD02056,2024-01-17,2,A,sans_pause,PREP_A10,mid,2,0
CMD02057,2024-01-17,2,A,sans_pause,PREP_A04,senior,3,0
CMD02058,2024-01-17,2,A,sans_pause,PREP_A15,mid,4,0
CMD02059,2024-01-17,2,A,sans_pause,PREP_A14,mid,2,0
CMD02060,2024-01-17,2,A,sans_pause,PREP_A04,senior,4,0
CMD02061,2024-01-17,2,A,sans_pause,PREP_A03,mid,5,0
CMD02062,2024-01-17,2,A,sans_pause,PREP_A07,mid,3,0
CMD02063,2024-01-17,2,A,sans_pause,PREP_A10,mid,5,0
CMD02064,2024-01-17,2,A,sans_pause,PREP_A13,mid,1,0
CMD02065,2024-01-17,2,A,sans_pause,PREP_A09,junior,2,0
CMD02066,2024-01-17,2,A,sans_pause,PREP_A10,mid,3,0
CMD02067,2024-01-17,2,A,sans_pause,PREP_A05,mid,6,0
CMD02068,2024-01-17,2,A,sans_pause,PREP_A12,mid,5,0
CMD02069,2024-01-17,2,A,sans_pause,PREP_A07,mid,4,1
CMD02070,2024-01-17,2,A,sans_pause,PREP_A10,mid,3,0
CMD02071,2024-01-17,2,A,sans_pause,PREP_A07,mid,1,0
CMD02072,2024-01-17,2,A,sans_pause,PREP_A02,mid,4,0
CMD02073,2024-01-17,2,A,sans_pause,PREP_A14,mid,5,0
CMD02074,2024-01-17,2,A,sans_pause,PREP_A01,senior,4,0
CMD02075,2024-01-17,2,A,sans_pause,PREP_A13,mid,4,0
CMD02076,2024-01-17,2,A,sans_pause,PREP_A10,mid,3,0
CMD02077,2024-01-17,2,A,sans_pause,PREP_A03,mid,5,0
CMD02078,2024-01-17,2,A,sans_pause,PREP_A08,senior,4,0
CMD02079,2024-01-17,2,A,sans_pause,PREP_A13,mid,2,0
CMD02080,2024-01-17,2,A,sans_pause,PREP_A09,junior,4,0
CMD02081,2024-01-17,2,A,sans_pause,PREP_A02,mid,3,0
CMD02082,2024-01-17,2,A,sans_pause,PREP_A07,mid,4,0
CMD02083,2024-01-17,2,A,sans_pause,PREP_A01,senior,3,0
CMD02084,2024-01-17,2,A,sans_pause,PREP_A12,mid,6,0
CMD02085,2024-01-17,2,A,sans_pause,PREP_A11,senior,4,0
CMD02086,2024-01-17,2,A,sans_pause,PREP_A12,mid,2,0
CMD02087,2024-01-17,2,A,sans_pause,PREP_A02,mid,4,1
CMD02088,2024-01-17,2,A,sans_pause,PREP_A08,senior,3,0
CMD02089,2024-01-17,2,A,sans_pause,PREP_A04,senior,4,1
CMD02090,2024-01-17,2,A,sans_pause,PREP_A15,mid,5,0
CMD02091,2024-01-17,2,A,sans_pause,PREP_A11,senior,3,0
CMD02092,2024-01-17,2,A,sans_pause,PREP_A03,mid,3,0
CMD02093,2024-01-17,2,A,sans_pause,PREP_A07,mid,4,0
CMD02094,2024-01-17,2,A,sans_pause,PREP_A09,junior,4,1
CMD02095,2024-01-17,2,A,sans_pause,PREP_A05,mid,2,0
CMD02096,2024-01-17,2,A,sans_pause,PREP_A07,mid,5,0
CMD02097,2024-01-17,2,A,sans_pause,PREP_A01,senior,4,0
CMD02098,2024-01-17,2,A,sans_pause,PREP_A12,mid,4,0
CMD02099,2024-01-17,2,A,sans_pause,PREP_A13,mid,5,0
CMD02100,2024-01-17,2,A,sans_pause,PREP_A03,mid,5,0
CMD02101,2024-01-17,2,B,avec_pause,PREP_B12,mid,4,0
CMD02102,2024-01-17,2,B,avec_pause,PREP_B05,mid,2,0
CMD02103,2024-01-17,2,B,avec_pause,PREP_B11,junior,4,0
CMD02104,2024-01-17,2,B,avec_pause,PREP_B15,mid,2,0
CMD02105,2024-01-17,2,B,avec_pause,PREP_B14,senior,4,0
CMD02106,2024-01-17,2,B,avec_pause,PREP_B11,junior,4,0
CMD02107,2024-01-17,2,B,avec_pause,PREP_B02,senior,4,0
CMD02108,2024-01-17,2,B,avec_pause,PREP_B04,junior,3,0
CMD02109,2024-01-17,2,B,avec_pause,PREP_B13,junior,5,0
CMD02110,2024-01-17,2,B,avec_pause,PREP_B09,mid,4,0
CMD02111,2024-01-17,2,B,avec_pause,PREP_B10,mid,2,0
CMD02112,2024-01-17,2,B,avec_pause,PREP_B03,mid,4,0
CMD02113,2024-01-17,2,B,avec_pause,PREP_B03,mid,3,0
CMD02114,2024-01-17,2,B,avec_pause,PREP_B12,mid,4,0
CMD02115,2024-01-17,2,B,avec_pause,PREP_B02,senior,2,0
CMD02116,2024-01-17,2,B,avec_pause,PREP_B03,mid,4,0
CMD02117,2024-01-17,2,B,avec_pause,PREP_B04,junior,1,0
CMD02118,2024-01-17,2,B,avec_pause,PREP_B08,junior,4,0
CMD02119,2024-01-17,2,B,avec_pause,PREP_B04,junior,3,0
CMD02120,2024-01-17,2,B,avec_pause,PREP_B13,junior,4,1
CMD02121,2024-01-17,2,B,avec_pause,PREP_B09,mid,4,0
CMD02122,2024-01-17,2,B,avec_pause,PREP_B02,senior,3,1
CMD02123,2024-01-17,2,B,avec_pause,PREP_B02,senior,2,0
CMD02124,2024-01-17,2,B,avec_pause,PREP_B04,junior,5,0
CMD02125,2024-01-17,2,B,avec_pause,PREP_B05,mid,5,0
CMD02126,2024-01-17,2,B,avec_pause,PREP_B01,mid,3,0
CMD02127,2024-01-17,2,B,avec_pause,PREP_B04,junior,3,0
CMD02128,2024-01-17,2,B,avec_pause,PREP_B10,mid,4,0
CMD02129,2024-01-17,2,B,avec_pause,PREP_B07,senior,4,0
CMD02130,2024-01-17,2,B,avec_pause,PREP_B05,mid,5,0
CMD02131,2024-01-17,2,B,avec_pause,PREP_B09,mid,2,0
CMD02132,2024-01-17,2,B,avec_pause,PREP_B14,senior,2,0
CMD02133,2024-01-17,2,B,avec_pause,PREP_B07,senior,5,0
CMD02134,2024-01-17,2,B,avec_pause,PREP_B01,mid,3,0
CMD02135,2024-01-17,2,B,avec_pause,PREP_B02,senior,4,0
CMD02136,2024-01-17,2,B,avec_pause,PREP_B03,mid,4,0
CMD02137,2024-01-17,2,B,avec_pause,PREP_B03,mid,4,0
CMD02138,2024-01-17,2,B,avec_pause,PREP_B10,mid,6,0
CMD02139,2024-01-17,2,B,avec_pause,PREP_B05,mid,4,0
CMD02140,2024-01-17,2,B,avec_pause,PREP_B14,senior,3,0
CMD02141,2024-01-17,2,B,avec_pause,PREP_B07,senior,4,0
CMD02142,2024-01-17,2,B,avec_pause,PREP_B12,mid,2,0
CMD02143,2024-01-17,2,B,avec_pause,PREP_B05,mid,4,0
CMD02144,2024-01-17,2,B,avec_pause,PREP_B09,mid,4,0
CMD02145,2024-01-17,2,B,avec_pause,PREP_B11,junior,3,0
CMD02146,2024-01-17,2,B,avec_pause,PREP_B13,junior,4,0
CMD02147,2024-01-17,2,B,avec_pause,PREP_B04,junior,3,0
CMD02148,2024-01-17,2,B,avec_pause,PREP_B06,senior,5,0
CMD02149,2024-01-17,2,B,avec_pause,PREP_B15,mid,4,0
CMD02150,2024-01-17,2,B,avec_pause,PREP_B10,mid,3,0
CMD02151,2024-01-17,2,B,avec_pause,PREP_B11,junior,4,0
CMD02152,2024-01-17,2,B,avec_pause,PREP_B08,junior,2,0
CMD02153,2024-01-17,2,B,avec_pause,PREP_B06,senior,3,1
CMD02154,2024-01-17,2,B,avec_pause,PREP_B14,senior,5,0
CMD02155,2024-01-17,2,B,avec_pause,PREP_B10,mid,1,1
CMD02156,2024-01-17,2,B,avec_pause,PREP_B06,senior,3,0
CMD02157,2024-01-17,2,B,avec_pause,PREP_B03,mid,3,0
CMD02158,2024-01-17,2,B,avec_pause,PREP_B11,junior,4,0
CMD02159,2024-01-17,2,B,avec_pause,PREP_B07,senior,2,0
CMD02160,2024-01-17,2,B,avec_pause,PREP_B15,mid,4,0
CMD02161,2024-01-17,2,B,avec_pause,PREP_B05,mid,4,0
CMD02162,2024-01-17,2,B,avec_pause,PREP_B02,senior,5,0
CMD02163,2024-01-17,2,B,avec_pause,PREP_B04,junior,4,0
CMD02164,2024-01-17,2,B,avec_pause,PREP_B10,mid,4,0
CMD02165,2024-01-17,2,B,avec_pause,PREP_B12,mid,3,0
CMD02166,2024-01-17,2,B,avec_pause,PREP_B05,mid,3,0
CMD02167,2024-01-17,2,B,avec_pause,PREP_B14,senior,1,0
CMD02168,2024-01-17,2,B,avec_pause,PREP_B03,mid,7,0
CMD02169,2024-01-17,2,B,avec_pause,PREP_B12,mid,3,0
CMD02170,2024-01-17,2,B,avec_pause,PREP_B12,mid,4,0
CMD02171,2024-01-17,2,B,avec_pause,PREP_B09,mid,5,0
CMD02172,2024-01-17,2,B,avec_pause,PREP_B06,senior,5,0
CMD02173,2024-01-17,2,B,avec_pause,PREP_B04,junior,3,0
CMD02174,2024-01-17,2,B,avec_pause,PREP_B04,junior,3,0
CMD02175,2024-01-17,2,B,avec_pause,PREP_B08,junior,4,1
CMD02176,2024-01-17,2,B,avec_pause,PREP_B10,mid,4,0
CMD02177,2024-01-17,2,B,avec_pause,PREP_B08,junior,3,0
CMD02178,2024-01-17,2,B,avec_pause,PREP_B02,senior,4,0
CMD02179,2024-01-17,2,B,avec_pause,PREP_B14,senior,2,0
CMD02180,2024-01-17,2,B,avec_pause,PREP_B02,senior,4,0
CMD02181,2024-01-17,2,B,avec_pause,PREP_B13,junior,3,0
CMD02182,2024-01-17,2,B,avec_pause,PREP_B12,mid,3,0
CMD02183,2024-01-17,2,B,avec_pause,PREP_B14,senior,3,0
CMD02184,2024-01-17,2,B,avec_pause,PREP_B08,junior,3,0
CMD02185,2024-01-17,2,B,avec_pause,PREP_B08,junior,4,0
CMD02186,2024-01-17,2,B,avec_pause,PREP_B04,junior,5,0
CMD02187,2024-01-17,2,B,avec_pause,PREP_B12,mid,2,0
CMD02188,2024-01-17,2,B,avec_pause,PREP_B08,junior,4,0
CMD02189,2024-01-17,2,B,avec_pause,PREP_B13,junior,3,0
CMD02190,2024-01-17,2,B,avec_pause,PREP_B01,mid,5,0
CMD02191,2024-01-17,2,B,avec_pause,PREP_B14,senior,7,1
CMD02192,2024-01-17,2,B,avec_pause,PREP_B05,mid,5,0
CMD02193,2024-01-17,2,B,avec_pause,PREP_B15,mid,5,0
CMD02194,2024-01-17,2,B,avec_pause,PREP_B15,mid,3,0
CMD02195,2024-01-17,2,B,avec_pause,PREP_B02,senior,4,0
CMD02196,2024-01-17,2,B,avec_pause,PREP_B05,mid,1,0
CMD02197,2024-01-17,2,B,avec_pause,PREP_B15,mid,4,0
CMD02198,2024-01-17,2,B,avec_pause,PREP_B12,mid,4,0
CMD02199,2024-01-17,2,B,avec_pause,PREP_B03,mid,5,0
CMD02200,2024-01-17,2,B,avec_pause,PREP_B02,senior,3,0
CMD02201,2024-01-17,2,B,avec_pause,PREP_B10,mid,1,0
CMD02202,2024-01-17,2,B,avec_pause,PREP_B13,junior,4,0
CMD02203,2024-01-17,2,B,avec_pause,PREP_B04,junior,4,0
CMD02204,2024-01-17,2,B,avec_pause,PREP_B15,mid,3,0
CMD02205,2024-01-17,2,B,avec_pause,PREP_B08,junior,3,1
CMD02206,2024-01-17,2,B,avec_pause,PREP_B12,mid,3,0
CMD02207,2024-01-17,2,B,avec_pause,PREP_B15,mid,6,0
CMD02208,2024-01-17,2,B,avec_pause,PREP_B02,senior,1,0
CMD02209,2024-01-17,2,B,avec_pause,PREP_B02,senior,4,0
CMD02210,2024-01-17,2,B,avec_pause,PREP_B02,senior,3,0
CMD02211,2024-01-17,2,B,avec_pause,PREP_B02,senior,5,0
CMD02212,2024-01-17,2,B,avec_pause,PREP_B08,junior,4,0
CMD02213,2024-01-17,2,B,avec_pause,PREP_B12,mid,5,0
CMD02214,2024-01-17,2,B,avec_pause,PREP_B13,junior,4,0
CMD02215,2024-01-17,2,B,avec_pause,PREP_B11,junior,4,0
CMD02216,2024-01-17,2,B,avec_pause,PREP_B05,mid,3,0
CMD02217,2024-01-17,2,B,avec_pause,PREP_B08,junior,4,0
CMD02218,2024-01-17,2,B,avec_pause,PREP_B03,mid,4,0
CMD02219,2024-01-17,2,B,avec_pause,PREP_B15,mid,5,0
CMD02220,2024-01-17,2,B,avec_pause,PREP_B12,mid,3,0
CMD02221,2024-01-17,2,B,avec_pause,PREP_B14,senior,3,0
CMD02222,2024-01-17,2,B,avec_pause,PREP_B08,junior,5,1
CMD02223,2024-01-17,2,B,avec_pause,PREP_B03,mid,3,0
CMD02224,2024-01-17,2,B,avec_pause,PREP_B11,junior,5,1
CMD02225,2024-01-17,2,B,avec_pause,PREP_B02,senior,5,0
CMD02226,2024-01-17,2,B,avec_pause,PREP_B15,mid,4,0
CMD02227,2024-01-17,2,B,avec_pause,PREP_B06,senior,3,0
CMD02228,2024-01-17,2,B,avec_pause,PREP_B13,junior,3,0
CMD02229,2024-01-17,2,B,avec_pause,PREP_B10,mid,3,0
CMD02230,2024-01-17,2,B,avec_pause,PREP_B09,mid,4,0
CMD02231,2024-01-17,2,B,avec_pause,PREP_B04,junior,3,0
CMD02232,2024-01-17,2,B,avec_pause,PREP_B01,mid,3,0
CMD02233,2024-01-17,2,B,avec_pause,PREP_B11,junior,3,1
CMD02234,2024-01-17,2,B,avec_pause,PREP_B11,junior,4,0
CMD02235,2024-01-17,2,B,avec_pause,PREP_B04,junior,2,0
CMD02236,2024-01-17,2,B,avec_pause,PREP_B08,junior,4,0
CMD02237,2024-01-17,2,B,avec_pause,PREP_B06,senior,2,0
CMD02238,2024-01-17,2,B,avec_pause,PREP_B13,junior,3,0
CMD02239,2024-01-17,2,B,avec_pause,PREP_B06,senior,3,0
CMD02240,2024-01-17,2,B,avec_pause,PREP_B06,senior,5,0
CMD02241,2024-01-18,2,A,sans_pause,PREP_A08,senior,5,1
CMD02242,2024-01-18,2,A,sans_pause,PREP_A12,mid,5,1
CMD02243,2024-01-18,2,A,sans_pause,PREP_A11,senior,5,0
CMD02244,2024-01-18,2,A,sans_pause,PREP_A08,senior,4,0
CMD02245,2024-01-18,2,A,sans_pause,PREP_A02,mid,4,1
CMD02246,2024-01-18,2,A,sans_pause,PREP_A08,senior,4,0
CMD02247,2024-01-18,2,A,sans_pause,PREP_A02,mid,1,0
CMD02248,2024-01-18,2,A,sans_pause,PREP_A11,senior,2,0
CMD02249,2024-01-18,2,A,sans_pause,PREP_A08,senior,5,0
CMD02250,2024-01-18,2,A,sans_pause,PREP_A09,junior,4,0
CMD02251,2024-01-18,2,A,sans_pause,PREP_A14,mid,5,0
CMD02252,2024-01-18,2,A,sans_pause,PREP_A11,senior,4,0
CMD02253,2024-01-18,2,A,sans_pause,PREP_A13,mid,3,0
CMD02254,2024-01-18,2,A,sans_pause,PREP_A07,mid,4,0
CMD02255,2024-01-18,2,A,sans_pause,PREP_A03,mid,3,0
CMD02256,2024-01-18,2,A,sans_pause,PREP_A04,senior,5,0
CMD02257,2024-01-18,2,A,sans_pause,PREP_A14,mid,4,0
CMD02258,2024-01-18,2,A,sans_pause,PREP_A11,senior,2,0
CMD02259,2024-01-18,2,A,sans_pause,PREP_A07,mid,4,0
CMD02260,2024-01-18,2,A,sans_pause,PREP_A14,mid,5,0
CMD02261,2024-01-18,2,A,sans_pause,PREP_A04,senior,4,0
CMD02262,2024-01-18,2,A,sans_pause,PREP_A08,senior,4,0
CMD02263,2024-01-18,2,A,sans_pause,PREP_A05,mid,5,0
CMD02264,2024-01-18,2,A,sans_pause,PREP_A12,mid,3,0
CMD02265,2024-01-18,2,A,sans_pause,PREP_A01,senior,3,0
CMD02266,2024-01-18,2,A,sans_pause,PREP_A09,junior,3,0
CMD02267,2024-01-18,2,A,sans_pause,PREP_A15,mid,4,0
CMD02268,2024-01-18,2,A,sans_pause,PREP_A03,mid,4,0
CMD02269,2024-01-18,2,A,sans_pause,PREP_A08,senior,2,0
CMD02270,2024-01-18,2,A,sans_pause,PREP_A08,senior,3,0
CMD02271,2024-01-18,2,A,sans_pause,PREP_A14,mid,5,0
CMD02272,2024-01-18,2,A,sans_pause,PREP_A08,senior,4,0
CMD02273,2024-01-18,2,A,sans_pause,PREP_A05,mid,4,0
CMD02274,2024-01-18,2,A,sans_pause,PREP_A09,junior,5,0
CMD02275,2024-01-18,2,A,sans_pause,PREP_A13,mid,2,1
CMD02276,2024-01-18,2,A,sans_pause,PREP_A11,senior,4,0
CMD02277,2024-01-18,2,A,sans_pause,PREP_A14,mid,5,0
CMD02278,2024-01-18,2,A,sans_pause,PREP_A08,senior,6,0
CMD02279,2024-01-18,2,A,sans_pause,PREP_A11,senior,5,0
CMD02280,2024-01-18,2,A,sans_pause,PREP_A01,senior,4,1
CMD02281,2024-01-18,2,A,sans_pause,PREP_A07,mid,2,1
CMD02282,2024-01-18,2,A,sans_pause,PREP_A02,mid,6,0
CMD02283,2024-01-18,2,A,sans_pause,PREP_A12,mid,6,0
CMD02284,2024-01-18,2,A,sans_pause,PREP_A11,senior,4,0
CMD02285,2024-01-18,2,A,sans_pause,PREP_A11,senior,3,0
CMD02286,2024-01-18,2,A,sans_pause,PREP_A09,junior,2,0
CMD02287,2024-01-18,2,A,sans_pause,PREP_A02,mid,4,0
CMD02288,2024-01-18,2,A,sans_pause,PREP_A12,mid,5,0
CMD02289,2024-01-18,2,A,sans_pause,PREP_A03,mid,2,0
CMD02290,2024-01-18,2,A,sans_pause,PREP_A15,mid,5,0
CMD02291,2024-01-18,2,A,sans_pause,PREP_A08,senior,4,0
CMD02292,2024-01-18,2,A,sans_pause,PREP_A01,senior,2,0
CMD02293,2024-01-18,2,A,sans_pause,PREP_A13,mid,3,0
CMD02294,2024-01-18,2,A,sans_pause,PREP_A04,senior,2,0
CMD02295,2024-01-18,2,A,sans_pause,PREP_A04,senior,3,0
CMD02296,2024-01-18,2,A,sans_pause,PREP_A01,senior,4,0
CMD02297,2024-01-18,2,A,sans_pause,PREP_A07,mid,4,1
CMD02298,2024-01-18,2,A,sans_pause,PREP_A12,mid,3,0
CMD02299,2024-01-18,2,A,sans_pause,PREP_A04,senior,4,0
CMD02300,2024-01-18,2,A,sans_pause,PREP_A10,mid,4,0
CMD02301,2024-01-18,2,A,sans_pause,PREP_A08,senior,4,0
CMD02302,2024-01-18,2,A,sans_pause,PREP_A15,mid,4,0
CMD02303,2024-01-18,2,A,sans_pause,PREP_A14,mid,4,0
CMD02304,2024-01-18,2,A,sans_pause,PREP_A11,senior,5,0
CMD02305,2024-01-18,2,A,sans_pause,PREP_A04,senior,4,0
CMD02306,2024-01-18,2,A,sans_pause,PREP_A13,mid,3,0
CMD02307,2024-01-18,2,A,sans_pause,PREP_A05,mid,5,0
CMD02308,2024-01-18,2,A,sans_pause,PREP_A14,mid,3,0
CMD02309,2024-01-18,2,A,sans_pause,PREP_A06,mid,5,0
CMD02310,2024-01-18,2,A,sans_pause,PREP_A07,mid,2,0
CMD02311,2024-01-18,2,A,sans_pause,PREP_A04,senior,4,0
CMD02312,2024-01-18,2,A,sans_pause,PREP_A12,mid,3,0
CMD02313,2024-01-18,2,A,sans_pause,PREP_A09,junior,4,0
CMD02314,2024-01-18,2,A,sans_pause,PREP_A02,mid,3,0
CMD02315,2024-01-18,2,A,sans_pause,PREP_A11,senior,4,0
CMD02316,2024-01-18,2,A,sans_pause,PREP_A04,senior,1,0
CMD02317,2024-01-18,2,A,sans_pause,PREP_A09,junior,3,1
CMD02318,2024-01-18,2,A,sans_pause,PREP_A13,mid,5,0
CMD02319,2024-01-18,2,A,sans_pause,PREP_A10,mid,3,0
CMD02320,2024-01-18,2,A,sans_pause,PREP_A07,mid,2,0
CMD02321,2024-01-18,2,A,sans_pause,PREP_A04,senior,5,0
CMD02322,2024-01-18,2,A,sans_pause,PREP_A05,mid,3,0
CMD02323,2024-01-18,2,A,sans_pause,PREP_A10,mid,4,0
CMD02324,2024-01-18,2,A,sans_pause,PREP_A04,senior,4,0
CMD02325,2024-01-18,2,A,sans_pause,PREP_A14,mid,4,0
CMD02326,2024-01-18,2,A,sans_pause,PREP_A12,mid,4,0
CMD02327,2024-01-18,2,A,sans_pause,PREP_A03,mid,3,0
CMD02328,2024-01-18,2,A,sans_pause,PREP_A14,mid,4,0
CMD02329,2024-01-18,2,A,sans_pause,PREP_A13,mid,3,0
CMD02330,2024-01-18,2,A,sans_pause,PREP_A15,mid,5,0
CMD02331,2024-01-18,2,A,sans_pause,PREP_A01,senior,3,0
CMD02332,2024-01-18,2,A,sans_pause,PREP_A12,mid,5,0
CMD02333,2024-01-18,2,A,sans_pause,PREP_A11,senior,5,0
CMD02334,2024-01-18,2,A,sans_pause,PREP_A04,senior,6,0
CMD02335,2024-01-18,2,A,sans_pause,PREP_A09,junior,3,0
CMD02336,2024-01-18,2,A,sans_pause,PREP_A06,mid,4,0
CMD02337,2024-01-18,2,A,sans_pause,PREP_A12,mid,5,0
CMD02338,2024-01-18,2,A,sans_pause,PREP_A13,mid,3,1
CMD02339,2024-01-18,2,A,sans_pause,PREP_A01,senior,4,0
CMD02340,2024-01-18,2,A,sans_pause,PREP_A13,mid,3,0
CMD02341,2024-01-18,2,A,sans_pause,PREP_A08,senior,3,0
CMD02342,2024-01-18,2,A,sans_pause,PREP_A06,mid,4,0
CMD02343,2024-01-18,2,A,sans_pause,PREP_A01,senior,3,0
CMD02344,2024-01-18,2,A,sans_pause,PREP_A11,senior,4,0
CMD02345,2024-01-18,2,A,sans_pause,PREP_A02,mid,3,0
CMD02346,2024-01-18,2,A,sans_pause,PREP_A01,senior,6,0
CMD02347,2024-01-18,2,A,sans_pause,PREP_A09,junior,2,0
CMD02348,2024-01-18,2,A,sans_pause,PREP_A07,mid,5,0
CMD02349,2024-01-18,2,A,sans_pause,PREP_A10,mid,5,0
CMD02350,2024-01-18,2,A,sans_pause,PREP_A15,mid,3,0
CMD02351,2024-01-18,2,A,sans_pause,PREP_A08,senior,3,0
CMD02352,2024-01-18,2,A,sans_pause,PREP_A10,mid,2,0
CMD02353,2024-01-18,2,A,sans_pause,PREP_A09,junior,3,0
CMD02354,2024-01-18,2,A,sans_pause,PREP_A08,senior,5,0
CMD02355,2024-01-18,2,A,sans_pause,PREP_A11,senior,3,0
CMD02356,2024-01-18,2,A,sans_pause,PREP_A11,senior,2,0
CMD02357,2024-01-18,2,A,sans_pause,PREP_A08,senior,2,0
CMD02358,2024-01-18,2,A,sans_pause,PREP_A07,mid,3,0
CMD02359,2024-01-18,2,A,sans_pause,PREP_A04,senior,5,0
CMD02360,2024-01-18,2,A,sans_pause,PREP_A14,mid,3,0
CMD02361,2024-01-18,2,A,sans_pause,PREP_A08,senior,3,0
CMD02362,2024-01-18,2,A,sans_pause,PREP_A15,mid,5,0
CMD02363,2024-01-18,2,A,sans_pause,PREP_A08,senior,5,1
CMD02364,2024-01-18,2,A,sans_pause,PREP_A06,mid,4,0
CMD02365,2024-01-18,2,A,sans_pause,PREP_A01,senior,7,0
CMD02366,2024-01-18,2,A,sans_pause,PREP_A10,mid,5,0
CMD02367,2024-01-18,2,A,sans_pause,PREP_A11,senior,4,0
CMD02368,2024-01-18,2,A,sans_pause,PREP_A12,mid,3,0
CMD02369,2024-01-18,2,A,sans_pause,PREP_A14,mid,4,0
CMD02370,2024-01-18,2,A,sans_pause,PREP_A01,senior,2,0
CMD02371,2024-01-18,2,A,sans_pause,PREP_A10,mid,2,1
CMD02372,2024-01-18,2,A,sans_pause,PREP_A07,mid,3,0
CMD02373,2024-01-18,2,A,sans_pause,PREP_A09,junior,5,0
CMD02374,2024-01-18,2,A,sans_pause,PREP_A04,senior,3,0
CMD02375,2024-01-18,2,A,sans_pause,PREP_A04,senior,3,0
CMD02376,2024-01-18,2,A,sans_pause,PREP_A06,mid,2,0
CMD02377,2024-01-18,2,A,sans_pause,PREP_A10,mid,3,0
CMD02378,2024-01-18,2,A,sans_pause,PREP_A14,mid,5,0
CMD02379,2024-01-18,2,A,sans_pause,PREP_A05,mid,5,0
CMD02380,2024-01-18,2,A,sans_pause,PREP_A06,mid,4,0
CMD02381,2024-01-18,2,B,avec_pause,PREP_B01,mid,5,1
CMD02382,2024-01-18,2,B,avec_pause,PREP_B13,junior,4,0
CMD02383,2024-01-18,2,B,avec_pause,PREP_B14,senior,4,1
CMD02384,2024-01-18,2,B,avec_pause,PREP_B10,mid,4,0
CMD02385,2024-01-18,2,B,avec_pause,PREP_B04,junior,5,0
CMD02386,2024-01-18,2,B,avec_pause,PREP_B13,junior,5,0
CMD02387,2024-01-18,2,B,avec_pause,PREP_B02,senior,4,0
CMD02388,2024-01-18,2,B,avec_pause,PREP_B03,mid,3,0
CMD02389,2024-01-18,2,B,avec_pause,PREP_B13,junior,4,0
CMD02390,2024-01-18,2,B,avec_pause,PREP_B15,mid,4,0
CMD02391,2024-01-18,2,B,avec_pause,PREP_B09,mid,3,0
CMD02392,2024-01-18,2,B,avec_pause,PREP_B07,senior,4,0
CMD02393,2024-01-18,2,B,avec_pause,PREP_B07,senior,3,0
CMD02394,2024-01-18,2,B,avec_pause,PREP_B12,mid,4,0
CMD02395,2024-01-18,2,B,avec_pause,PREP_B15,mid,4,0
CMD02396,2024-01-18,2,B,avec_pause,PREP_B04,junior,4,0
CMD02397,2024-01-18,2,B,avec_pause,PREP_B15,mid,3,0
CMD02398,2024-01-18,2,B,avec_pause,PREP_B04,junior,3,0
CMD02399,2024-01-18,2,B,avec_pause,PREP_B06,senior,5,0
CMD02400,2024-01-18,2,B,avec_pause,PREP_B05,mid,4,0
CMD02401,2024-01-18,2,B,avec_pause,PREP_B02,senior,3,0
CMD02402,2024-01-18,2,B,avec_pause,PREP_B05,mid,4,0
CMD02403,2024-01-18,2,B,avec_pause,PREP_B04,junior,3,0
CMD02404,2024-01-18,2,B,avec_pause,PREP_B02,senior,2,0
CMD02405,2024-01-18,2,B,avec_pause,PREP_B01,mid,5,0
CMD02406,2024-01-18,2,B,avec_pause,PREP_B01,mid,4,0
CMD02407,2024-01-18,2,B,avec_pause,PREP_B05,mid,2,0
CMD02408,2024-01-18,2,B,avec_pause,PREP_B13,junior,3,0
CMD02409,2024-01-18,2,B,avec_pause,PREP_B01,mid,4,0
CMD02410,2024-01-18,2,B,avec_pause,PREP_B03,mid,3,0
CMD02411,2024-01-18,2,B,avec_pause,PREP_B15,mid,4,0
CMD02412,2024-01-18,2,B,avec_pause,PREP_B06,senior,5,0
CMD02413,2024-01-18,2,B,avec_pause,PREP_B01,mid,5,0
CMD02414,2024-01-18,2,B,avec_pause,PREP_B01,mid,4,0
CMD02415,2024-01-18,2,B,avec_pause,PREP_B06,senior,4,0
CMD02416,2024-01-18,2,B,avec_pause,PREP_B12,mid,4,0
CMD02417,2024-01-18,2,B,avec_pause,PREP_B11,junior,5,0
CMD02418,2024-01-18,2,B,avec_pause,PREP_B14,senior,5,0
CMD02419,2024-01-18,2,B,avec_pause,PREP_B10,mid,5,0
CMD02420,2024-01-18,2,B,avec_pause,PREP_B12,mid,3,0
CMD02421,2024-01-18,2,B,avec_pause,PREP_B14,senior,2,0
CMD02422,2024-01-18,2,B,avec_pause,PREP_B11,junior,2,0
CMD02423,2024-01-18,2,B,avec_pause,PREP_B04,junior,6,0
CMD02424,2024-01-18,2,B,avec_pause,PREP_B02,senior,5,0
CMD02425,2024-01-18,2,B,avec_pause,PREP_B09,mid,5,0
CMD02426,2024-01-18,2,B,avec_pause,PREP_B13,junior,3,0
CMD02427,2024-01-18,2,B,avec_pause,PREP_B14,senior,3,0
